0.9456,0.9532,0.9567,0.9550,0.9503,0.9491
0.9502,0.9491,0.9544,0.9538,0.9486,0.9521
0.9532,0.9544,0.9597,0.9545,0.9509,0.9539
0.9562,0.9555,0.9614,0.9527,0.9515,0.9556
0.9585,0.9567,0.9620,0.9544,0.9544,0.9573
0.9602,0.9579,0.9655,0.9562,0.9538,0.9556
0.9579,0.9544,0.9643,0.9574,0.9544,0.9550
0.9596,0.9532,0.9626,0.9562,0.9526,0.9573
0.9596,0.9555,0.9637,0.9568,0.9568,0.9550
0.9602,0.9561,0.9626,0.9556,0.9579,0.9550
