0.9158,0.9152,0.9427,0.9456,0.8936,0.9105
0.9187,0.9135,0.9451,0.9502,0.9065,0.9170
0.9170,0.9176,0.9445,0.9532,0.9112,0.9193
0.9164,0.9158,0.9485,0.9562,0.9176,0.9182
0.9187,0.9182,0.9491,0.9585,0.9171,0.9217
0.9176,0.9199,0.9549,0.9602,0.9182,0.9199
0.9211,0.9182,0.9543,0.9579,0.9211,0.9164
0.9164,0.9158,0.9509,0.9596,0.9194,0.9158
0.9182,0.9176,0.9538,0.9596,0.9200,0.9193
0.9188,0.9159,0.9526,0.9602,0.9194,0.9176
