0.5143, 0.4571, 0.4118, 0.6176, 0.5294, 0.5294, 0.4706, 0.4412, 0.7059, 0.4412
0.8857, 0.7429, 0.6765, 0.6176, 0.8235, 0.7941, 0.7941, 0.7353, 0.7353, 0.6176
