0.7778, 0.7037, 0.4815, 0.8519, 0.7037, 0.6667, 0.8148, 0.8148, 0.6538, 0.6923, 0.7037, 0.6296, 0.6296, 0.7037, 0.8148, 0.8889, 0.6667, 0.6296, 0.6154, 0.6923, 0.7778, 0.7778, 0.7407, 0.6296, 0.7778, 0.5185, 0.6667, 0.7778, 0.8846, 0.7308, 0.6667, 0.6667, 0.7778, 0.5556, 0.7407, 0.7037, 0.9259, 0.8148, 0.6154, 0.6923, 0.7037, 0.8148, 0.7407, 0.7037, 0.7407, 0.6667, 0.4074, 0.8148, 0.7692, 0.5000, 0.6667, 0.7407, 0.7407, 0.7037, 0.7778, 0.7037, 0.7407, 0.6296, 0.7692, 0.6923, 0.6296, 0.5185, 0.8519, 0.8148, 0.6667, 0.7407, 0.6296, 0.7037, 0.5769, 0.7692, 0.7407, 0.7407, 0.7407, 0.7778, 0.6667, 0.7037, 0.8889, 0.5926, 0.8846, 0.5000, 0.8519, 0.7778, 0.7037, 0.7407, 0.7037, 0.5185, 0.7037, 0.7037, 0.6154, 0.6538, 0.7407, 0.6296, 0.7778, 0.7407, 0.6296, 0.7407, 0.6667, 0.5926, 0.6538
0.8519, 0.7407, 0.8148, 0.9259, 0.8148, 0.9259, 0.7778, 0.8889, 0.7692, 0.8846, 0.8889, 0.8889, 0.9630, 0.8519, 0.8148, 0.7778, 0.8889, 0.9630, 0.7692, 0.8846, 0.7778, 
